objectid,title,attribution,classification,iiifthumburl
58282,Crab and Flowers,Arthur L. Flory,Portfolio,"https://api.nga.gov/iiif/8c1ad778-c12b-44e7-a792-064b8291d983/full/!200,200/0/default.jpg"
58283,Beach Afternoon,Arthur L. Flory,Portfolio,"https://api.nga.gov/iiif/002b1d56-d945-4c06-ba75-e390a5cef6b0/full/!200,200/0/default.jpg"
58284,Swimming Crabs,Arthur L. Flory,Portfolio,"https://api.nga.gov/iiif/ddc6153d-2009-4549-ad58-627fca1b2cba/full/!200,200/0/default.jpg"
58285,Beach Sunset,Arthur L. Flory,Portfolio,"https://api.nga.gov/iiif/8d0c63af-9c66-44ff-bd32-9f0480054c94/full/!200,200/0/default.jpg"
58286,Fish and Moonlight,Arthur L. Flory,Portfolio,"https://api.nga.gov/iiif/f2ab4699-5dd0-425b-b453-b0c3a5257412/full/!200,200/0/default.jpg"
58287,Sunrise,Arthur L. Flory,Portfolio,"https://api.nga.gov/iiif/e16405ed-fceb-4f71-be9e-570b8384849a/full/!200,200/0/default.jpg"
58288,Water's Edge,Arthur L. Flory,Portfolio,"https://api.nga.gov/iiif/03253570-1339-428a-9556-12d59b704621/full/!200,200/0/default.jpg"
58289,Morning Mist,Arthur L. Flory,Portfolio,"https://api.nga.gov/iiif/c3fd0780-349f-4cd9-867c-8f20ea546454/full/!200,200/0/default.jpg"
58290,Tow and Undertow,Arthur L. Flory,Portfolio,"https://api.nga.gov/iiif/f6464c8f-a4f2-42fa-bb21-7ea1dc5376c2/full/!200,200/0/default.jpg"
58291,The Veil,Arthur L. Flory,Portfolio,"https://api.nga.gov/iiif/0b4df648-cfb6-49ea-b948-b7b34abd9eab/full/!200,200/0/default.jpg"
58292,Pools,Arthur L. Flory,Portfolio,"https://api.nga.gov/iiif/8241ce43-b98b-4dff-921c-3d477d9780ec/full/!200,200/0/default.jpg"
58293,Water Surges,Arthur L. Flory,Portfolio,"https://api.nga.gov/iiif/6406bfa1-cfdf-4dd3-a85a-d4017207f12d/full/!200,200/0/default.jpg"
58294,Sea Weed,Arthur L. Flory,Portfolio,"https://api.nga.gov/iiif/0fa0585e-388e-4c56-a0b4-dc3fe7851913/full/!200,200/0/default.jpg"
58295,Rain on the Beach,Arthur L. Flory,Portfolio,"https://api.nga.gov/iiif/c4374801-848c-4e56-8796-73fef4213bbd/full/!200,200/0/default.jpg"
58296,Fog,Arthur L. Flory,Portfolio,"https://api.nga.gov/iiif/0d591586-b99d-4815-9947-740c0379f4c9/full/!200,200/0/default.jpg"
58297,Moonlight Beach,Arthur L. Flory,Portfolio,"https://api.nga.gov/iiif/ee66732a-19f5-4aab-a2ea-423920b88927/full/!200,200/0/default.jpg"
58298,Autumn,Arthur L. Flory,Print,"https://api.nga.gov/iiif/b19ae39a-be4f-49bf-81e9-ce52b92402e8/full/!200,200/0/default.jpg"
58299,The Beach,Arthur L. Flory,Print,"https://api.nga.gov/iiif/4e5e486e-c960-4f40-83f4-c359292779dd/full/!200,200/0/default.jpg"
58300,Beach Stones,Arthur L. Flory,Print,"https://api.nga.gov/iiif/60ee3080-0646-48a9-94cf-d0acb38254b6/full/!200,200/0/default.jpg"
58301,"Brotherly Love, Mississippi",Arthur L. Flory,Print,"https://api.nga.gov/iiif/6723d273-e154-4879-98a4-5c82408a5202/full/!200,200/0/default.jpg"
58302,Carnival,Arthur L. Flory,Print,"https://api.nga.gov/iiif/db39fd2c-c130-4932-a253-c346e55c5628/full/!200,200/0/default.jpg"
58303,Confused,Arthur L. Flory,Print,"https://api.nga.gov/iiif/e6d7f60a-59b8-4f01-9dc3-4b90aaeb80b6/full/!200,200/0/default.jpg"
58304,L'Oiseau et l'oeuf (The Bird and the Egg),Arthur L. Flory,Print,"https://api.nga.gov/iiif/a684c39d-d2a1-4291-a479-6acf9bcd6d52/full/!200,200/0/default.jpg"
58305,Penned Bull,Arthur L. Flory,Print,"https://api.nga.gov/iiif/b94e8589-53e8-4564-8520-f97888e0156b/full/!200,200/0/default.jpg"
58316,Greetings from the House of E. Weyhe,Antonio Frasconi,Print,"https://api.nga.gov/iiif/398f0e79-0e12-4529-bc47-7c817e7ea5de/full/!200,200/0/default.jpg"
58317,Summer Pasture,Antonio Frasconi,Print,"https://api.nga.gov/iiif/cff10dce-6904-4df8-95ec-ea2f369ceac8/full/!200,200/0/default.jpg"
58318,Christmas Card,Johnny Friedlaender,Print,"https://api.nga.gov/iiif/53da860d-60d0-4764-aa5c-bd850b4c2a72/full/!200,200/0/default.jpg"
58318,Christmas Card,Johnny Friedlaender,Print,"https://api.nga.gov/iiif/b0c7c3b3-818a-4350-b0d2-e38e17ef39e0/full/!200,200/0/default.jpg"
58320,Season's Greeting Card,Sue Fuller,Print,"https://api.nga.gov/iiif/66ee53c3-9a9e-446b-8368-16d2605ec0c2/full/!200,200/0/default.jpg"
58321,Season's Greeting Card,Sue Fuller,Print,"https://api.nga.gov/iiif/7d3e2443-f51f-4315-8d1c-58ec95277282/full/!200,200/0/default.jpg"
58322,Season's Greeting Card,Sue Fuller,Print,"https://api.nga.gov/iiif/d35839c4-7023-474b-886e-f2367c86befc/full/!200,200/0/default.jpg"
58323,"Landscape - Trees, Road, Huts",John Fullwood,Print,"https://api.nga.gov/iiif/6c5e3963-fd6b-4bbe-a34e-c63bfbdfb749/full/!200,200/0/default.jpg"
58396,"Lighthouse, Rocky Coast",Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/09cd6c12-2a41-483a-ba4c-c4b9e4ea6e52/full/!200,200/0/default.jpg"
58325,Houghton Road,Sears Gallagher,Print,"https://api.nga.gov/iiif/84c651f5-aa22-4ef6-9f03-039f333a4936/full/!200,200/0/default.jpg"
58329,Horses,Henryk Glicenstein,Print,"https://api.nga.gov/iiif/479535f8-24ae-4809-8f5d-64bf2a263775/full/!200,200/0/default.jpg"
58330,Oxcart,Henryk Glicenstein,Print,"https://api.nga.gov/iiif/26198c6d-28b3-41db-b033-9a52149f5c63/full/!200,200/0/default.jpg"
58331,"Albertina, Vienna",Attributed to Helmut Goering,Print,"https://api.nga.gov/iiif/a9f54232-34f6-4a1a-bea6-9bd1b146a9f0/full/!200,200/0/default.jpg"
58332,Bassist,Chaim Goldberg,Print,"https://api.nga.gov/iiif/77f042de-7d64-4cff-91bb-c4ff94464c0d/full/!200,200/0/default.jpg"
58333,The Little Houses (Les petits maisons),Chaim Goldberg,Print,"https://api.nga.gov/iiif/cf7ff899-93ac-48d2-b6aa-ea4658d71a58/full/!200,200/0/default.jpg"
58334,Wedding,Chaim Goldberg,Print,"https://api.nga.gov/iiif/8ff4bc10-880d-4463-9da7-ac4568652b98/full/!200,200/0/default.jpg"
58336,Untitled,Liliana Gramberg,Print,"https://api.nga.gov/iiif/4a6464a5-194b-40bc-8b5c-7a4335d03de4/full/!200,200/0/default.jpg"
58352,Bloch Conducting,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/5c966533-ab82-4f9e-9263-a1aba5dd27c9/full/!200,200/0/default.jpg"
58351,Anchored Sailboats,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/d1f60802-5485-4444-b091-0c089284c505/full/!200,200/0/default.jpg"
58353,Bridge and Quai,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/ab82e26d-6b2f-47a3-ae5c-5e98e709dba9/full/!200,200/0/default.jpg"
58354,Bridge and Trees,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/e29c6571-ef25-4828-940b-5c688920b08c/full/!200,200/0/default.jpg"
58355,Cambridge Brickyard,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/b6c18bd8-de6c-4d93-bb75-f39352b55f69/full/!200,200/0/default.jpg"
58356,"Cap Rouge, Quebec",Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/9ea313ce-0700-4d3e-8a62-27d4d8f9164e/full/!200,200/0/default.jpg"
58357,Cemetery,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/f558bb07-461f-4308-bc8c-51434fa2797f/full/!200,200/0/default.jpg"
58358,Charles Basin Motif #1,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/6f89c22b-5657-493c-b735-4ec4678c1b1d/full/!200,200/0/default.jpg"
58359,"Church, Shelburne",Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/6ebb6b3e-23a2-4f4b-a23a-51cd4550ce76/full/!200,200/0/default.jpg"
58360,"Church, Shelburne",Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/d77a362e-f197-4755-adf9-4be5fcb30781/full/!200,200/0/default.jpg"
58361,Church and Three Buildings,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/7089e063-45b7-4f75-961b-23b68c45eb85/full/!200,200/0/default.jpg"
58362,Conductor,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/14171182-60f2-434c-9b8a-851131b8d6a6/full/!200,200/0/default.jpg"
58363,Conductor (Bloch?) seen from Audience,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/fe4124cc-bc21-4032-a148-f307d0992eeb/full/!200,200/0/default.jpg"
58364,Conductor - Rear View (Stravinsky?),Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/a2aab9e8-152c-4784-992e-6ae7afab347b/full/!200,200/0/default.jpg"
58365,Conductor and Orchestra,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/2a54b361-2b80-4ded-bc95-31faac26b42f/full/!200,200/0/default.jpg"
58366,The Connecticut at Turners Falls,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/e0909ec2-19a9-48f0-8c9e-fdc3c5fe45fb/full/!200,200/0/default.jpg"
58367,Cottage on Dune,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/1d7736b0-c4b0-4739-a961-640c4e0f6e23/full/!200,200/0/default.jpg"
58368,Crane,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/c77cdbd4-6dde-447c-b23b-43fa8cb21694/full/!200,200/0/default.jpg"
58369,Cranes and Dunes,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/907e56e7-3e9e-4667-a9ef-9979b0bfc7c5/full/!200,200/0/default.jpg"
58370,"Crane, Boats, and Dock",Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/596711d3-b66b-4c44-955e-7b214bd0bc75/full/!200,200/0/default.jpg"
58371,Deerfield River,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/c84288c3-c15e-4fff-b2b9-8008c94206af/full/!200,200/0/default.jpg"
58372,Deerfield River,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/3441d841-bccd-48b8-8cbf-72702d3cd655/full/!200,200/0/default.jpg"
58373,Dory and Smoke Stack,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/b0b4d17e-e290-4f34-aea5-592b2ba1173b/full/!200,200/0/default.jpg"
58374,Ernest Block Conducting,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/e62fae97-2b32-497f-8cc1-dc473fc8406c/full/!200,200/0/default.jpg"
58375,Factory,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/9d1d4883-4819-4c31-9e60-b2d33e186a25/full/!200,200/0/default.jpg"
58376,Factory and Bridge Sketches,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/340acc4f-fb77-4ec5-8260-44313d294ad6/full/!200,200/0/default.jpg"
58377,"Farm, Snow, Hills",Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/bf668106-d863-43cd-97a5-3fb925e1df55/full/!200,200/0/default.jpg"
58397,Man and Tree and Lake,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/81feca55-fdab-401e-89f9-450b64f60b9e/full/!200,200/0/default.jpg"
58378,"Fisherman, Tree, and Outboard",Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/2ecf9fd7-d39a-4f51-883f-11722a33df83/full/!200,200/0/default.jpg"
58379,Fisticuffs,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/9690d201-03c6-4879-b0af-d7d601372ab7/full/!200,200/0/default.jpg"
58380,"Football Players, Harvard",Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/0be0310d-9cbf-46ee-bf54-15220bb1eef9/full/!200,200/0/default.jpg"
58381,Football Players (?),Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/f3c911f7-50c7-42fd-9b33-9489400dc761/full/!200,200/0/default.jpg"
58382,"Franklin, New Hampshire",Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/02f97fc3-760a-4641-8e7a-9ca4312dda48/full/!200,200/0/default.jpg"
58383,Gloucester,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/da7314f3-b55f-4cac-a1bd-b60b97216b18/full/!200,200/0/default.jpg"
58384,Golfers,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/46a352ec-6adf-451c-ad19-667218b217f2/full/!200,200/0/default.jpg"
58385,Golfers in the Tropics,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/ccabd330-8fdb-457c-b8fe-550fd6484fe3/full/!200,200/0/default.jpg"
58386,"Grey House, from the Beach, Ipswich",Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/054b4f9f-8d6d-4282-a633-5ef697f94eaa/full/!200,200/0/default.jpg"
58387,Head of an Old Man - Trainer,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/0ef48f5c-c762-4963-958d-b34a4e11bc4d/full/!200,200/0/default.jpg"
58388,Howard Hansen Conducting,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/03631fe5-633a-4c0a-928b-bd97a8564022/full/!200,200/0/default.jpg"
58389,Igor Stravinsky - Head Studies,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/a400c451-edbb-41c9-9165-d156932bb593/full/!200,200/0/default.jpg"
58390,Igor Stravinsky Conducting,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/1f06215b-0564-4789-8b1b-cda17a44ffcf/full/!200,200/0/default.jpg"
58391,Igor Stravinsky Rehearsing,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/20b8f212-787f-470a-816a-cd3d084a5ae3/full/!200,200/0/default.jpg"
58392,"Indian River, Florida",Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/75fd821e-8f68-4112-9b20-9fe27f08aa4c/full/!200,200/0/default.jpg"
58393,Koussevitzky at Tanglewood,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/929fc9cb-cf54-4b65-8f74-a9d15c1eefa6/full/!200,200/0/default.jpg"
58394,Lake and Fence with Mailbox,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/aadbef67-3f8b-4c21-8ff5-9f0f194b8fe6/full/!200,200/0/default.jpg"
58395,The Last Hole - P.C.C.,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/1db32c6c-7218-43b2-a038-94a278caf0cb/full/!200,200/0/default.jpg"
58398,"Mount Sugarloaf, South Deerfield",Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/04b2cef4-8513-4626-a740-fc63aff6d0bf/full/!200,200/0/default.jpg"
58399,New Jersey Landscape,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/0e4fc88a-66fe-4c79-b85c-fd0ba5b50384/full/!200,200/0/default.jpg"
58400,Newfound Lake,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/b38355d7-eb4c-4f10-99f3-0f5ff14b6f4e/full/!200,200/0/default.jpg"
58401,Newfound Lake,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/2b30224b-4fce-4c2d-b7be-fc4626c39789/full/!200,200/0/default.jpg"
58402,Ocean Front Houses,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/613b4bee-f1df-4f60-bc15-53070623b0a0/full/!200,200/0/default.jpg"
58403,Old Man (Musician series: Stravinsky?),Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/984ef074-df16-49c2-a84e-a6ec37a4b708/full/!200,200/0/default.jpg"
58404,Palms on Coast,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/ba72cbf0-acf0-4641-8148-da503bc07bf4/full/!200,200/0/default.jpg"
58405,Pilings and Boats,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/ecfd5258-a73f-49a4-b6aa-9b1eb271bd68/full/!200,200/0/default.jpg"
58406,"Quarry, Cape Ann",Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/771f89cd-9515-41f1-ac6c-24b43609f36e/full/!200,200/0/default.jpg"
58407,"River, Smoke Stacks, and Houses",Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/8229a829-43c1-4e6e-a4c6-b6d18d32ff74/full/!200,200/0/default.jpg"
58408,"River, Trees, and Church",Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/48b958e7-fd4f-4f31-b39f-0f0b5e2d7564/full/!200,200/0/default.jpg"
58409,Rockport,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/5454c306-9d13-44e7-a3dd-7d77c6879dab/full/!200,200/0/default.jpg"
58452,Night Flight,Terry Haass,Print,"https://api.nga.gov/iiif/f8473994-d27c-4941-9796-bbb259937ea1/full/!200,200/0/default.jpg"
58410,"Rockport, Dawn",Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/997243c8-1c94-421f-84fe-2941f99687cc/full/!200,200/0/default.jpg"
58411,Rocks and Cranes,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/bf372365-bdb6-4035-83c5-2286276665f6/full/!200,200/0/default.jpg"
58412,Rowing Sketches,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/6654fe58-b1d8-4482-8a48-7a3869506407/full/!200,200/0/default.jpg"
58413,Sandpit near Provincetown,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/5ae23752-f62e-4e2a-b15e-f424b15b1709/full/!200,200/0/default.jpg"
58414,Shack on Inlet,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/7cce2d6f-d15b-460f-92f4-091a6d1fdcf7/full/!200,200/0/default.jpg"
58415,"Shelburne, Massachusetts",Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/ae835276-2f2b-47b3-ad36-f9bf996c0ad9/full/!200,200/0/default.jpg"
58416,Shelburne,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/7f8e8759-3436-4a2c-9e3c-0c49d50aa033/full/!200,200/0/default.jpg"
58417,Shelburne Center from Bordwell's Ferry Road,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/14c0ffe8-ead3-4051-93a8-7381e3bf60f9/full/!200,200/0/default.jpg"
58418,Snowscape,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/da077cdf-677b-4253-8f99-869875b6580f/full/!200,200/0/default.jpg"
58419,"Snow Patches, Buckland, Massachusetts",Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/fd52fd65-ae9f-4fc0-84f5-c3e5a15bfaab/full/!200,200/0/default.jpg"
58420,"South Dartmouth, Massachusetts",Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/243828e8-b53e-42b0-be24-98126d3480ec/full/!200,200/0/default.jpg"
58421,Stravinsky,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/3d03c21c-0fa2-4155-bd36-99139e5d9098/full/!200,200/0/default.jpg"
58422,"Study for ""Guns""",Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/4c2adedb-9a13-40e6-9caa-e30b668c943f/full/!200,200/0/default.jpg"
58423,Tanglewood,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/a28b6172-ac10-4286-9cd9-c4cf1c7c458e/full/!200,200/0/default.jpg"
58424,Tanglewood,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/3992f834-10e2-4460-93e2-c2158dfdb47a/full/!200,200/0/default.jpg"
58425,Three Violinists with Conductor,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/568ef977-6e8c-4dc1-902e-6b7f25345405/full/!200,200/0/default.jpg"
58426,Town and Harbor,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/c9188d52-b9fb-437d-8314-3df125ed2825/full/!200,200/0/default.jpg"
58427,Town in Winter,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/7d019ad7-f181-4471-a4f0-3c14293a1397/full/!200,200/0/default.jpg"
58428,"Trees, Bench, Walk",Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/02f7454f-cb57-4297-9f75-6df527b5e901/full/!200,200/0/default.jpg"
58429,"Trees, Picnic Table, Trash Can",Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/6d33fd38-1532-451b-b863-ff8d47efe94e/full/!200,200/0/default.jpg"
58430,Two Conductors,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/ff2a294e-031e-4d8f-ba65-0a844b9d0fb4/full/!200,200/0/default.jpg"
58431,Two Figures in a Landscape,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/46de81e7-6789-472f-ad61-9caa61a8a3e1/full/!200,200/0/default.jpg"
58432,Two People on Sand Dunes,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/7f2c7d4b-16ea-4c60-baeb-678cad52545e/full/!200,200/0/default.jpg"
58433,Van Cliburn at Tanglewood,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/34343e48-77be-4210-8ac2-40fcb352308d/full/!200,200/0/default.jpg"
58434,Wharf and Crane,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/5a689846-b16d-4b55-bd79-6f18cd0d3e82/full/!200,200/0/default.jpg"
58435,Wharf and Rowboat,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/2d55c796-4970-4bb0-ae3e-8b0655163213/full/!200,200/0/default.jpg"
58436,Winter Harbor,Donald Carlisle Greason,Drawing,"https://api.nga.gov/iiif/77916e0f-c700-4060-8e79-2ee40e5ca0df/full/!200,200/0/default.jpg"
58437,Arrow,Bernard Greenwald,Print,"https://api.nga.gov/iiif/ada88378-12c1-4dac-9e03-be4cc9919a5f/full/!200,200/0/default.jpg"
58438,Circle,Bernard Greenwald,Print,"https://api.nga.gov/iiif/9c1fefd2-c8cd-45a3-80ea-a3f89100f3ff/full/!200,200/0/default.jpg"
58439,Dark Still Life,Bernard Greenwald,Print,"https://api.nga.gov/iiif/9e88c971-62d5-4d76-93a1-41bf436236d6/full/!200,200/0/default.jpg"
58440,Room,Bernard Greenwald,Print,"https://api.nga.gov/iiif/a725d829-2580-423f-a1d5-d1241fac0615/full/!200,200/0/default.jpg"
58441,The Fishing Boat (La peche en barque),Marcel Gromaire,Print,"https://api.nga.gov/iiif/ec9c46dd-3f70-4e2a-9233-299e09bbb646/full/!200,200/0/default.jpg"
58442,Landscape with Dogs and Pigeons,Anthony Gross,Print,"https://api.nga.gov/iiif/425f69fe-a4ab-4d49-88b3-8ad9e699f6ad/full/!200,200/0/default.jpg"
58445,Tangled Undergrowth,Anthony Gross,Print,"https://api.nga.gov/iiif/ef341096-78d2-4ec2-a78d-ea05649ef0cf/full/!200,200/0/default.jpg"
58446,Tangled Undergrowth (Coloured Undergrowth),Anthony Gross,Print,"https://api.nga.gov/iiif/0e3abe96-e5e1-4d6e-9089-e1d43bb48954/full/!200,200/0/default.jpg"
58447,Tangled Undergrowth,Anthony Gross,Print,"https://api.nga.gov/iiif/72d03c88-ebc3-42a5-91ba-035e5e3c700d/full/!200,200/0/default.jpg"
58448,Flatiron Building,Richard John Haas,Print,"https://api.nga.gov/iiif/ae9011f4-1327-41a4-9c05-ffe0eb48b334/full/!200,200/0/default.jpg"
58451,Concerto,Terry Haass,Print,"https://api.nga.gov/iiif/c1e5ea83-d512-431d-a165-0b3bbae1c453/full/!200,200/0/default.jpg"
58462,Belier (Aries),Terry Haass,Portfolio,"https://api.nga.gov/iiif/46e23565-8e6f-4b2f-8190-f3665729e9a6/full/!200,200/0/default.jpg"
58463,Zodiac,Terry Haass,Portfolio,"https://api.nga.gov/iiif/2ff15d37-8616-4131-8971-d3490a3394d7/full/!200,200/0/default.jpg"
58464,Belier (Aries),Terry Haass,Portfolio,"https://api.nga.gov/iiif/5a4b28a9-2349-4ded-bd2f-3f7468c7b6a2/full/!200,200/0/default.jpg"
58465,Taureau (Taurus),Terry Haass,Portfolio,"https://api.nga.gov/iiif/da35fac1-9d13-45dd-8f2b-9affe64ae0ea/full/!200,200/0/default.jpg"
58466,Gemeaux (Gemini),Terry Haass,Portfolio,"https://api.nga.gov/iiif/71e3a453-6aca-49b0-8ea3-aab9e1a775ea/full/!200,200/0/default.jpg"
58467,Cancer,Terry Haass,Portfolio,"https://api.nga.gov/iiif/2f220fc8-3891-4ef5-a200-38a5c159e8ad/full/!200,200/0/default.jpg"
58468,Lion (Leo),Terry Haass,Portfolio,"https://api.nga.gov/iiif/6a095004-0986-45c0-917f-e0999d109948/full/!200,200/0/default.jpg"
58469,Vierge (Virgo),Terry Haass,Portfolio,"https://api.nga.gov/iiif/60b7db35-35ea-467a-a68d-fa4fb4bee6e0/full/!200,200/0/default.jpg"
58470,Balance (Libra),Terry Haass,Portfolio,"https://api.nga.gov/iiif/1d0a1fdb-f287-4293-82ba-94aca25a3376/full/!200,200/0/default.jpg"
58471,Scorpion (Scorpio),Terry Haass,Portfolio,"https://api.nga.gov/iiif/da5d24ed-51a6-4ea4-b474-3d1dba729f6e/full/!200,200/0/default.jpg"
58472,Sagittaire (Sagittarius),Terry Haass,Portfolio,"https://api.nga.gov/iiif/2f9d9036-9748-4ce5-b4bc-1f0dfee260ed/full/!200,200/0/default.jpg"
58473,Capricorne (Capricorn),Terry Haass,Portfolio,"https://api.nga.gov/iiif/c45ff82c-d134-415f-8fd0-82906ef32332/full/!200,200/0/default.jpg"
58474,Verseau (Aquarius),Terry Haass,Portfolio,"https://api.nga.gov/iiif/ab9a3926-fec1-47af-bfe1-885145a5737d/full/!200,200/0/default.jpg"
58475,Poissons (Pisces),Terry Haass,Portfolio,"https://api.nga.gov/iiif/c2faa74f-d715-4c6b-a9db-3cc3d6bad07b/full/!200,200/0/default.jpg"
58476,Untitled,Terry Haass,Print,"https://api.nga.gov/iiif/d157316b-b002-45ea-b91d-eb7d6d654306/full/!200,200/0/default.jpg"
58477,Nebuleuse (Nebula),Terry Haass,Print,"https://api.nga.gov/iiif/e1c321fc-7beb-47b6-abb1-ed1870a18ce6/full/!200,200/0/default.jpg"
58478,Untitled,Terry Haass,Print,"https://api.nga.gov/iiif/20684496-cc89-4d17-82f8-6c4609afdb2c/full/!200,200/0/default.jpg"
58479,Untitled,Terry Haass,Print,"https://api.nga.gov/iiif/27f2da35-dc3f-40e8-914d-b911bf4246fc/full/!200,200/0/default.jpg"
58480,Old Marblehead,Shirley Thomson Hadley,Print,"https://api.nga.gov/iiif/34c7eed7-285f-4280-9eb5-4bd7ba15a334/full/!200,200/0/default.jpg"
58481,"Folk Scene: Devil, Christ, Man, Woman, and Animals in a Landscape",Gustav Hagemann,Print,"https://api.nga.gov/iiif/8ad3b0d4-eb29-4c96-bbca-8cf908915d48/full/!200,200/0/default.jpg"
58483,Folk Scene: Men Driving a Herd of Reindeer across a River,Gustav Hagemann,Print,"https://api.nga.gov/iiif/56218bb3-028a-48f9-9dbe-2710be943b54/full/!200,200/0/default.jpg"
58484,Folk Scene: Several Groups of Reindeer and Eskimos,Gustav Hagemann,Print,"https://api.nga.gov/iiif/fa31d1fe-be5e-4be7-828c-551e72a4be53/full/!200,200/0/default.jpg"
58485,Folk Scene: Village Fete,Gustav Hagemann,Print,"https://api.nga.gov/iiif/3145e625-7232-4ad9-89b3-ee305e3a532d/full/!200,200/0/default.jpg"
